 Mortalidade - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Categoria CID-10: V01   Pedestre traum colis veic a pedal, V02   Pedestre traum colis veic motor 2 3 rodas, V03   Pedestre traum colis automov pickup caminhon, V04   Pedestre traum colis veic transp pesado onib, V05   Pedestre traum colis trem veic ferroviario, V06   Pedestre traum colis outr veic nao-motoriz, V09   Pedestre traum outr acid transp e NE, V10   Ciclista traum colis pedestre animal, V11   Ciclista traum colis outr veic a pedal, V12   Ciclista traum colis veic motor 2 3 rodas, V13   Ciclista traum colis automov pickup caminhon, V14   Ciclis traum colis veic transp pesado onibus, V15   Ciclista traum colis trem veic ferroviario, V16   Ciclista traum colis outr veic nao-motoriz, V17   Ciclista traum colis objeto fixo ou parado, V18   Ciclista traum acid transp s/colis, V19   Ciclista traum acid transp e NE, V20   Motociclista traum colis pedestre animal, V21   Motociclista traum colis veic pedal, V22   Motocicl traum colis veic motor 2 3 rodas, V23   Motocicl traum colis automov pickup caminhon, V24   Motocicl traum colis veic transp pesado onib, V25   Motociclista traum colis trem veic ferrov, V26   Motocicl traum colis outr veic nao-motoriz, V27   Motocicl traum colis objeto fixo parado, V28   Motociclista traum acid transp s/colis, V29   Motociclista traum outr acid transp e NE, V30   Ocup tricicl mot traum colis pedestre animal, V31   Ocup tricicl motoriz traum colis veic pedal, V32   Ocup tric mot traum col out veic mot 2 3 rod, V33   Ocup tric mot traum col auto pickup caminhon, V34   Ocup tric mot traum col veic transp pes onib, V35   Ocup tricic mot traum colis trem veic ferrov, V36   Ocup tric mot traum colis outr veic n-motor, V37   Ocup tricic mot traum colis obj fixo parado, V38   Ocup tricic motor traum acid transp s/colis, V39   Ocup tricicl mot traum outr acid transp e NE, V40   Ocup automovel traum colis pedestre animal, V41   Ocup automovel traum colis veic a pedal, V42   Ocup autotraum colis outr veic mot 2 3 rodas, V43   Ocup automov traum col auto pickup caminhon, V44   Ocup autom traum colis veic trans pesad onib, V45   Ocup automovel traum colis trem veic ferrov, V46   Ocup automov traum colis outr veic n-motor, V47   Ocup automovel traum colis obj fixo parado, V48   Ocup automovel traum acid transp s/colis, V49   Ocup automovel traum outr acid transp e NE, V50   Ocup caminhonete traum colis pedestre animal, V51   Ocup caminhonete traum colis veic pedal, V52   Ocup caminhon traum colis veic mot 2 3 rodas, V53   Ocup caminhon traum colis automov caminhon, V54   Ocup caminhon traum col veic transp pes onib, V55   Ocup caminhon traum colis trem veic ferrov, V56   Ocup caminhonete traum colis outr veic n-mot, V57   Ocup caminhonete traum colis obj fixo parado, V58   Ocup caminhonete traum acid transp s/colis, V59   Ocup caminhonete traum outr acid transp NE, V60   Ocup veic transp pesado traum colis ped anim, V61   Ocup veic transp pesado traum col veic pedal, V62   Ocup v transp pes traum col veic mot 2 3 rod, V63   Ocup veic tr pesado traum col auto caminhon, V64   Ocup v tr pes tr col outr veic tr pes onib, V65   Ocup veic tr pes traum col trem veic ferrov, V66   Ocup veic tr pesado traum col out veic n-mot, V67   Ocup veic tr pesado traum col obj fixo parad, V68   Ocup veic tr pesado traum ac transp s/colis, V69   Ocup veic tr pesado traum outr ac transp NE, V70   Ocup onibus traum colis pedestre animal, V71   Ocup onibus traum colis veic a pedal, V72   Ocup onibus traum col out veic mot 2 3 rodas, V73   Ocup onibus traum colis automovel caminhonet, V74   Ocup onibus traum colis veic transp pes onib, V75   Ocup onibus traum colis trem veic ferrov, V76   Ocup onibus traum colis outr veic n-motor, V77   Ocup onibus traum colis objeto fixo parado, V78   Ocup onibus traum acid transp s/colis, V79   Ocup onibus traum outr acid transp e NE, V80   Pess mont anim oc veic anim traum ac transp, V81   Ocup trem veic ferroviario traum acid transp, V82   Ocup de um bonde traum acid transp, V83   Ocup veic esp mot area ind traum ac transp, V84   Ocup veic esp mot uso agric traum acid trans, V85   Ocup veic mot esp constr traum acid transp, V86   Ocup veic outr uso n-via pub traum ac transp, V87   Acid trans tipo espec desconh mod transp vit, V88   Ac n-trans tipo espec desconh mod transp vit, V89   Acid veic mot n-mot tipos de veic NE, V90   Acid embarcacao caus afogamento submersao, V91   Acid embarcacao causando outr tipo de traum, V92   Afog submers rel transp agua s/acid embarc, V93   Acid bord emb s/ac bem n caus afog submers, V94   Outr acid transp p/agua e os NE, V95   Acid de aeronave mot causando traum ao ocup, V96   Acid aeronave s/motor causando traum a ocup, V97   Outr acid espec de transporte aereo, V98   Outr acid transp espec, V99   Acid transp NE
Período:2019
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"315410 Recreio";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"315415 Reduto";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315430 Resplendor";-;-;-;-;-;1;1;-;-;-;1;-;-;3
"315440 Ressaquinha";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"315450 Riacho dos Machados";-;-;-;-;-;2;1;-;-;1;-;-;-;4
"315460 Ribeirão das Neves";-;1;-;-;2;9;6;8;4;2;1;-;-;33
"315470 Ribeirão Vermelho";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315480 Rio Acima";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"315490 Rio Casca";-;1;-;-;1;1;2;-;-;-;-;-;-;5
"315510 Rio do Prado";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315520 Rio Espera";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315530 Rio Manso";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"315550 Rio Paranaíba";-;-;-;-;1;2;-;-;1;-;-;-;-;4
"315580 Rio Pomba";-;-;-;-;1;-;4;-;-;-;-;1;-;6
"315590 Rio Preto";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315600 Rio Vermelho";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315620 Rochedo de Minas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315630 Rodeiro";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315640 Romaria";-;-;-;-;-;1;-;1;1;1;-;-;-;4
"315645 Rosário da Limeira";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315650 Rubelita";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"315670 Sabará";-;-;-;1;-;2;3;2;3;2;2;-;-;15
"315680 Sabinópolis";-;-;-;-;-;2;2;2;1;1;-;-;-;8
"315690 Sacramento";-;-;-;-;1;2;2;-;-;1;-;-;-;6
"315700 Salinas";-;-;-;-;-;-;2;1;2;-;-;-;-;5
"315710 Salto da Divisa";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315720 Santa Bárbara";-;-;-;-;1;-;-;2;-;1;-;-;-;4
"315725 Santa Bárbara do Leste";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315730 Santa Bárbara do Tugúrio";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315737 Santa Cruz de Salinas";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315765 Santa Helena de Minas";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"315770 Santa Juliana";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"315780 Santa Luzia";-;-;-;-;1;4;4;5;2;-;-;-;-;16
"315790 Santa Margarida";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"315800 Santa Maria de Itabira";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315810 Santa Maria do Salto";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315820 Santa Maria do Suaçuí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315920 Santa Rita de Caldas";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"315935 Santa Rita de Minas";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"315950 Santa Rita do Itueto";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"315960 Santa Rita do Sapucaí";-;-;-;-;1;-;3;-;-;1;-;-;-;5
"315970 Santa Rosa da Serra";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"315980 Santa Vitória";-;-;-;-;-;1;2;1;-;-;-;1;-;5
"315830 Santana da Vargem";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315890 Santana do Manhuaçu";-;-;-;-;-;-;1;1;-;-;-;1;-;3
"315895 Santana do Paraíso";-;-;-;-;1;3;-;1;1;-;-;-;-;6
"315910 Santana dos Montes";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"315990 Santo Antônio do Amparo";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"316040 Santo Antônio do Monte";-;-;-;-;-;3;-;1;-;-;-;-;-;4
"316045 Santo Antônio do Retiro";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"316070 Santos Dumont";-;-;-;-;1;2;2;2;-;-;-;-;-;7
"316100 São Domingos do Prata";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316105 São Félix de Minas";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"316110 São Francisco";-;-;-;-;1;2;1;-;1;-;2;1;-;8
"316120 São Francisco de Paula";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"316140 São Francisco do Glória";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316150 São Geraldo";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"316180 São Gonçalo do Pará";-;-;-;-;1;1;-;-;-;-;1;-;-;3
"316190 São Gonçalo do Rio Abaixo";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"316200 São Gonçalo do Sapucaí";1;-;-;-;1;1;1;-;-;-;-;-;-;4
"316210 São Gotardo";-;-;2;-;2;1;2;1;-;-;1;-;-;9
"316220 São João Batista do Glória";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316240 São João da Ponte";-;-;-;-;-;-;1;1;1;1;-;1;-;5
"316245 São João das Missões";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316250 São João del Rei";-;-;-;-;2;2;2;1;-;1;2;1;-;11
"316255 São João do Manhuaçu";-;-;-;-;1;1;-;2;-;-;-;-;-;4
"316257 São João do Manteninha";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"316260 São João do Oriente";-;-;-;-;-;-;-;3;-;-;-;-;-;3
"316265 São João do Pacuí";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316270 São João do Paraíso";-;-;-;-;-;-;-;1;2;-;1;-;-;4
"316280 São João Evangelista";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"316290 São João Nepomuceno";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"316292 São Joaquim de Bicas";-;-;-;-;-;2;2;1;-;-;2;-;-;7
"316294 São José da Barra";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316295 São José da Lapa";-;-;-;-;-;-;1;1;-;-;1;-;-;3
"316300 São José da Safira";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316310 São José da Varginha";-;-;-;-;-;1;-;1;1;-;-;-;-;3
"316330 São José do Divino";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"316340 São José do Goiabal";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"316350 São José do Jacuri";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"316370 São Lourenço";-;-;-;-;-;-;1;2;-;-;-;-;-;3
"316380 São Miguel do Anta";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"316400 São Pedro dos Ferros";-;-;-;-;-;1;-;1;1;-;-;-;-;3
"316420 São Romão";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316430 São Roque de Minas";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"316440 São Sebastião da Bela Vista";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"316450 São Sebastião do Maranhão";-;-;-;-;1;-;1;1;-;-;-;-;-;3
"316470 São Sebastião do Paraíso";-;-;-;-;1;3;1;5;2;-;-;2;-;14
"316500 São Tiago";-;-;1;-;-;1;1;-;-;-;-;-;-;3
"316510 São Tomás de Aquino";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"316530 São Vicente de Minas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316550 Sardoá";-;-;-;-;-;4;-;1;-;-;-;-;-;5
"316553 Sarzedo";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"316557 Senador Amaral";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"316600 Senhora de Oliveira";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"316620 Senhora dos Remédios";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"316630 Sericita";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"316640 Seritinga";-;-;-;-;-;-;1;-;-;2;-;-;-;3
"316680 Serra do Salitre";-;1;1;-;-;1;3;3;-;-;-;1;-;10
"316690 Serrania";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316695 Serranópolis de Minas";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"316700 Serranos";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316710 Serro";-;-;-;-;-;-;2;1;-;-;-;-;-;3
"316720 Sete Lagoas";-;-;-;-;1;5;5;11;2;3;-;-;2;29
"316730 Silveirânia";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"316740 Silvianópolis";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"316760 Simonésia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316790 Tabuleiro";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316800 Taiobeiras";-;-;-;-;1;2;5;1;1;1;-;-;-;11
"316805 Taparuba";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316810 Tapira";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316840 Tarumirim";-;-;-;-;-;1;1;1;1;1;-;-;-;5
"316850 Teixeiras";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316860 Teófilo Otoni";-;-;-;-;1;5;1;3;3;3;1;-;-;17
"316870 Timóteo";-;-;-;1;-;2;1;3;-;2;1;-;-;10
"316880 Tiradentes";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316890 Tiros";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"316900 Tocantins";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"316910 Toledo";-;-;-;-;1;-;2;-;-;-;-;-;-;3
"316920 Tombos";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"316930 Três Corações";-;-;-;-;-;2;-;4;-;1;-;-;-;7
"316935 Três Marias";-;-;-;-;-;1;1;3;1;2;1;-;-;9
"316940 Três Pontas";-;-;-;-;1;2;1;2;1;-;1;-;-;8
"316960 Tupaciguara";-;1;-;-;1;-;1;2;1;1;2;1;-;10
"316970 Turmalina";-;-;-;-;-;2;2;-;-;-;-;-;-;4
"316980 Turvolândia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316990 Ubá";-;-;1;1;-;7;4;3;1;2;-;1;-;20
"317005 Ubaporanga";-;-;-;-;1;3;-;-;-;-;1;-;-;5
"317010 Uberaba";-;-;-;-;3;8;6;5;8;8;6;3;-;47
"317020 Uberlândia";-;1;-;2;3;26;22;23;19;14;8;6;-;124
"317040 Unaí";-;1;-;1;-;4;8;8;2;3;1;1;-;29
"317050 Urucânia";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"317052 Urucuia";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"317057 Vargem Alegre";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"317060 Vargem Bonita";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"317070 Varginha";-;1;-;-;1;4;2;5;3;3;1;-;-;20
"317080 Várzea da Palma";-;-;-;-;1;2;2;-;-;-;-;-;-;5
"317090 Varzelândia";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"317100 Vazante";-;-;-;-;-;1;2;-;2;-;1;-;-;6
"317107 Veredinha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"317120 Vespasiano";-;-;-;1;1;2;3;3;4;2;1;-;-;17
"317130 Viçosa";-;-;-;1;-;3;-;-;-;1;3;-;-;8
"317140 Vieiras";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"317160 Virgem da Lapa";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"317170 Virgínia";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"317180 Virginópolis";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"317190 Virgolândia";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"317200 Visconde do Rio Branco";-;-;-;-;2;1;2;-;2;2;-;-;-;9
"317210 Volta Grande";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"317220 Wenceslau Braz";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"310000 Município ignorado - MG";-;-;-;-;-;1;2;3;2;1;-;-;2;11
"320010 Afonso Cláudio";-;-;-;-;1;2;3;1;-;2;-;-;-;9
"320016 Água Doce do Norte";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"320013 Águia Branca";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"320020 Alegre";-;-;-;-;-;-;1;3;-;1;2;1;-;8
"320030 Alfredo Chaves";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"320035 Alto Rio Novo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"320040 Anchieta";-;-;-;-;-;-;1;2;1;1;-;-;-;5
"320050 Apiacá";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"320060 Aracruz";-;-;-;-;2;6;4;4;2;2;1;-;-;21
"320070 Atilio Vivacqua";-;-;-;-;-;2;1;-;2;-;-;-;-;5
"320080 Baixo Guandu";-;-;-;-;-;-;3;3;1;-;1;-;-;8
"320090 Barra de São Francisco";-;-;-;-;1;3;2;-;2;-;2;1;-;11
"320100 Boa Esperança";-;-;-;-;-;-;-;1;2;2;1;-;-;6
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"320115 Brejetuba";-;-;-;-;-;3;1;-;-;-;1;-;-;5
"320120 Cachoeiro de Itapemirim";-;-;1;-;2;7;7;10;5;4;2;3;-;41
"320130 Cariacica";-;-;-;-;5;6;12;8;7;7;2;4;-;51
"320140 Castelo";-;-;-;-;2;1;1;1;3;3;-;-;-;11
"320150 Colatina";-;1;-;-;2;4;4;7;6;3;2;-;-;29
"320160 Conceição da Barra";-;-;-;-;-;1;1;-;2;1;1;-;-;6
"320170 Conceição do Castelo";-;-;-;-;1;1;1;-;1;-;-;-;-;4
"320190 Domingos Martins";-;-;-;-;2;3;1;2;3;2;-;-;-;13
"320200 Dores do Rio Preto";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"320210 Ecoporanga";-;-;-;-;1;1;3;1;2;-;-;-;-;8
"320220 Fundão";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"320225 Governador Lindenberg";-;-;-;-;3;-;-;1;-;-;1;-;-;5
"320230 Guaçuí";-;-;-;-;-;3;3;-;2;1;-;-;-;9
"320240 Guarapari";-;-;-;-;1;4;3;2;3;5;-;-;-;18
"320245 Ibatiba";-;-;-;-;-;6;3;1;-;1;1;-;-;12
"320250 Ibiraçu";-;-;-;-;-;1;1;-;-;1;1;-;-;4
"320255 Ibitirama";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"320260 Iconha";-;-;-;-;-;2;1;1;-;-;-;-;-;4
"320265 Irupi";-;-;-;-;-;2;-;1;-;-;-;-;-;3
"320270 Itaguaçu";-;-;-;-;-;1;1;-;-;-;1;-;-;3
"320280 Itapemirim";-;-;-;1;1;6;1;-;3;3;2;-;-;17
"320290 Itarana";-;-;-;-;2;-;-;1;1;1;-;-;-;5
"320300 Iúna";-;-;-;-;1;-;1;1;-;-;-;1;-;4
"320305 Jaguaré";-;-;1;-;-;-;3;3;-;1;-;-;-;8
"320310 Jerônimo Monteiro";-;-;-;-;-;2;-;-;2;-;-;-;-;4
"320313 João Neiva";-;-;-;-;-;1;-;2;1;-;-;-;-;4
"320316 Laranja da Terra";-;-;-;-;-;1;1;-;2;-;1;-;-;5
"320320 Linhares";-;-;-;-;2;8;11;8;9;2;2;-;-;42
"320330 Mantenópolis";-;-;-;-;1;3;2;-;-;-;-;-;-;6
"320332 Marataízes";-;-;1;-;-;1;2;2;2;-;-;-;-;8
"320334 Marechal Floriano";-;-;-;-;1;4;2;3;1;1;1;-;-;13
"320335 Marilândia";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"320340 Mimoso do Sul";-;-;-;-;1;3;-;-;-;-;-;-;-;4
"320350 Montanha";-;-;-;-;-;2;2;1;2;-;-;-;-;7
"320360 Mucurici";-;-;-;-;1;-;-;2;-;-;-;-;-;3
"320370 Muniz Freire";-;-;-;-;1;3;-;-;-;1;-;-;-;5
"320380 Muqui";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"320390 Nova Venécia";-;-;-;-;2;7;6;1;3;2;2;-;-;23
"320400 Pancas";-;-;-;-;-;2;-;1;1;1;-;-;-;5
"320405 Pedro Canário";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"320410 Pinheiros";-;-;-;-;1;-;2;2;-;2;-;-;-;7
"320420 Piúma";-;-;-;-;-;-;3;1;-;1;-;1;-;6
"320425 Ponto Belo";-;-;-;-;3;1;-;1;-;-;-;3;-;8
"320430 Presidente Kennedy";-;-;-;1;-;3;1;-;-;-;-;-;-;5
"320435 Rio Bananal";-;-;-;1;-;1;2;-;1;-;-;-;-;5
"320440 Rio Novo do Sul";-;-;-;-;1;1;-;2;-;1;-;-;-;5
"320450 Santa Leopoldina";-;-;-;-;-;-;1;2;1;-;-;-;-;4
"320455 Santa Maria de Jetibá";-;-;1;-;1;7;5;3;2;3;-;2;-;24
"320460 Santa Teresa";1;-;-;-;-;1;3;1;-;-;-;-;-;6
"320465 São Domingos do Norte";-;-;-;-;-;-;4;-;-;1;-;-;-;5
"320470 São Gabriel da Palha";-;-;-;-;-;2;2;3;2;2;1;-;-;12
"320480 São José do Calçado";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"320490 São Mateus";-;1;1;2;2;9;2;8;5;-;2;1;-;33
"320495 São Roque do Canaã";-;-;-;-;2;1;-;-;1;-;-;-;-;4
"320500 Serra";-;-;-;1;10;10;8;10;4;10;5;2;-;60
"320501 Sooretama";-;-;-;-;-;1;-;-;4;-;1;-;-;6
"320503 Vargem Alta";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"320506 Venda Nova do Imigrante";-;-;-;-;-;-;2;-;-;2;-;-;-;4
"320510 Viana";-;1;-;1;-;1;3;4;2;2;-;-;-;14
"320515 Vila Pavão";-;-;-;-;-;-;-;1;1;2;-;-;-;4
"320517 Vila Valério";-;-;-;-;-;1;-;1;-;2;-;-;-;4
"320520 Vila Velha";-;-;-;-;2;10;10;5;8;9;5;2;-;51
"320530 Vitória";-;-;-;-;-;6;4;3;2;2;4;-;-;21
"320000 Município ignorado - ES";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"330010 Angra dos Reis";-;1;-;-;2;4;3;3;2;3;-;1;-;19
"330015 Aperibé";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330020 Araruama";-;-;-;-;1;2;1;5;3;1;1;-;-;14
"330022 Areal";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"330023 Armação dos Búzios";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330025 Arraial do Cabo";-;-;-;-;-;1;3;1;-;1;-;-;-;6
"330030 Barra do Piraí";-;-;-;-;-;4;2;4;3;2;1;2;-;18
"330040 Barra Mansa";-;-;-;-;2;7;9;3;3;1;1;1;1;28
"330045 Belford Roxo";-;1;-;-;-;4;7;2;2;4;1;-;-;21
"330050 Bom Jardim";-;-;-;-;-;-;1;-;-;1;1;-;-;3
"330060 Bom Jesus do Itabapoana";-;-;-;-;1;-;1;-;3;2;2;1;-;10
"330070 Cabo Frio";-;-;-;-;2;2;3;-;-;1;-;1;-;9
"330080 Cachoeiras de Macacu";-;-;1;-;2;3;-;1;2;-;-;-;-;9
"330090 Cambuci";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"330100 Campos dos Goytacazes";-;1;1;2;7;23;23;15;19;12;8;2;-;113
"330093 Carapebus";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"330115 Cardoso Moreira";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"330120 Carmo";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"330130 Casimiro de Abreu";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"330140 Conceição de Macabu";-;-;-;-;-;3;-;-;-;1;-;1;-;5
"330150 Cordeiro";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"330160 Duas Barras";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"330170 Duque de Caxias";-;-;-;-;2;10;5;12;6;4;1;1;-;41
"330180 Engenheiro Paulo de Frontin";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"330185 Guapimirim";-;-;-;-;-;-;2;2;1;1;-;-;-;6
"330187 Iguaba Grande";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"330190 Itaboraí";-;-;-;1;4;6;8;5;2;3;3;1;-;33
"330200 Itaguaí";-;-;-;-;2;1;2;2;6;-;-;-;-;13
"330205 Italva";-;-;-;-;2;1;-;1;-;1;-;-;-;5
"330210 Itaocara";-;-;-;-;1;3;3;-;-;-;1;1;-;9
"330220 Itaperuna";-;-;-;-;-;5;3;3;9;5;2;-;-;27
"330225 Itatiaia";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"330227 Japeri";-;-;-;1;-;1;3;-;1;-;-;-;-;6
"330230 Laje do Muriaé";-;-;-;-;-;-;1;-;2;-;-;-;-;3
"330240 Macaé";-;-;1;2;1;6;5;2;2;1;-;-;-;20
"330245 Macuco";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"330250 Magé";-;-;-;-;1;1;1;5;1;2;3;-;-;14
"330260 Mangaratiba";-;-;-;-;-;-;-;1;-;-;-;-;2;3
"330270 Maricá";-;-;-;-;1;5;2;4;2;2;2;-;-;18
"330280 Mendes";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"330285 Mesquita";-;-;-;2;-;3;1;1;1;-;-;-;-;8
"330290 Miguel Pereira";-;-;-;1;-;-;-;-;2;-;-;-;-;3
"330300 Miracema";-;-;-;-;-;-;1;2;2;1;1;-;-;7
"330310 Natividade";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"330320 Nilópolis";-;-;-;-;-;3;3;1;1;2;-;-;-;10
"330330 Niterói";-;-;-;1;6;12;11;11;3;10;2;1;-;57
"330340 Nova Friburgo";-;-;1;-;-;6;7;5;1;5;-;2;-;27
"330350 Nova Iguaçu";-;-;-;1;3;15;7;7;13;8;1;-;1;56
"330360 Paracambi";-;-;-;-;1;2;-;-;1;-;-;-;-;4
"330370 Paraíba do Sul";-;-;-;1;1;-;1;-;2;-;-;-;-;5
"330380 Paraty";-;-;-;-;-;-;1;-;1;1;-;-;-;3
"330385 Paty do Alferes";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"330390 Petrópolis";-;-;-;-;2;9;2;5;2;6;4;1;-;31
"330395 Pinheiral";-;-;-;-;-;-;1;-;-;2;-;-;1;4
